type,model,src,nat,status
Tanks,T-64A,https://i.postimg.cc/kXYMFPXM/39.jpg,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/mgntjg7P/763.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/59wN4Ybq/689.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/fWBW5NVQ/558.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/442p3Kn8/443.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/gjqt7JQh/445.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/xCXPxnKM/g3.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/jSkfDQJC/765.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/C1XTdKjW/n8.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/44zyTqfZ/o9.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/zfdggTnG/17.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/rFvVhTXT/l9.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/QCjpjn7n/4f6.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/XvZLPhKf/24.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/Vs7vQZSZ/316.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/8zC4rW64/321.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/LXjZKyB3/gy6.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/GpXfM7DH/12.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/zfsFJ69L/4318.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/MpP3ydft/35.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/kGMZ6sDS/5800.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/15YP8yQG/467.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/JzyJ1hVp/48.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/pdJks2vZ/478.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/dQpxYw9C/43.jpg,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/T2L13XTz/47.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/YqRKxCHL/4f8.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/vHpYPGNQ/480.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/Dw7LbFQz/f7.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/xTdfVcCD/57888.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/fLNrqgBC/64.jpg,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/gJ2v0VJd/5788.jpg,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/qBZGz5yF/2s.jpg,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/28qz27pk/431.jpg,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/prjPXPJ9/566.jpg,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/QNwyyn6n/433.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/hvN4Jb1P/321.jpg,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/HxJTB3XX/3.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/Z5qPwc6K/329.png,ukr,destroyed
Tanks,T-64BV,https://twitter.com/UAWeapons/status/1521098647341043715,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/mDthKgPp/733.png,ukr,destroyed
Tanks,T-64BV,https://i.postimg.cc/8zZSVwcp/3d.png,ukr,destroyed
Tanks,T-64BV,https://twitter.com/UAWeapons/status/1522308548440563715,ukr,damaged
Tanks,T-64BV,https://i.postimg.cc/CLn96SZZ/f7.png,ukr,damaged
Tanks,T-64BV,https://i.postimg.cc/rFzZ43Zg/578.png,ukr,abandoned
Tanks,T-64BV,https://i.postimg.cc/fTV39LBr/5570.png,ukr,abandoned
Tanks,T-64BV,https://i.postimg.cc/qBsnPDXc/5548.png,ukr,abandoned
Tanks,T-64BV,https://i.postimg.cc/k5m1QQ2y/dd3.png,ukr,abandoned
Tanks,T-64BV,https://i.postimg.cc/8Pf8WQWH/557l.png,ukr,abandoned
Tanks,T-64BV,https://i.postimg.cc/6QWhgDnj/j8.png,ukr,damaged
Tanks,T-64BV,https://i.postimg.cc/d3FsgJDL/6898.png,ukr,damaged
Tanks,T-64BV,https://i.postimg.cc/Nff9Q7xw/90.jpg,ukr,damaged
Tanks,T-64BV,https://i.postimg.cc/vBTn2B8C/467.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/WzKkTv85/4433.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/1Xj69nby/316.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/9fjZRhmN/t2.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/6pZCp3Xv/t1.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/280btFGT/d3.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/VLvLJy9B/f33.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/nhxjsB2y/f565.png,ukr,"65,"
Tanks,T-64BV,https://i.postimg.cc/rpCqm3R9/3fh.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/L88FZp4R/d135.png,ukr,"71,"
Tanks,T-64BV,https://i.postimg.cc/Qdn1WwKw/fgj.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/hhF2509S/270.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/XNRTR2Dw/ff23.jpg,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/fTY6Dx61/ff24.jpg,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/nrZLNHw2/ca1.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/qR73wNL8/31d.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/nL9rTN9h/r134.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/3Rpyrz3c/r133.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/2y3ZvYBj/447.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/k5dJtVjX/4f28.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/VN6JN05r/ff7.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/G2TXN9cy/5g2.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/0jpxNpJv/43177.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/3J251m83/38.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/YS1Yrpw6/63.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/k5p35dF5/64.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/VvnhdCCd/135.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/g0GqzfGF/da1.png,ukr,captured
Tanks,T-64BV,https://postlmg.cc/56yhT3pX,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/qMdjVM6G/776.jpg,ukr,95
Tanks,T-64BV,https://i.postimg.cc/sDFKKK91/54.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/BQjyj4bG/488.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/W1WwgJHW/86.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/gjpfPnRp/5j.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/yxJgybJk/5t.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/vHhDkn9Q/4f.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/JzrNdFy7/478.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/3r9hx6BG/54.jpg,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/cCFqFNny/657.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/L4yq9P6p/97.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/8Pp9dbcf/b22.jpg,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/QdVzwxpX/b1.jpg,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/6QbtWYWJ/446.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/zvptnPV0/468.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/V6mxyh0W/499.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/PfFRKJy4/7766.jpg,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/vBFH2tdT/5422.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/0NJyCHFh/5423.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/Nf6rZd3y/4f.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/qqYpK8YH/d7.jpg,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/d1Tdz9Vt/133.png,ukr,captured
Tanks,T-64BV,https://i.postimg.cc/RVmydn25/15.png,ukr,captured
Tanks,T-64B1M,https://i.postimg.cc/yYvXnZnp/489.png,ukr,captured
Tanks,T-64BM 'Bulat',https://i.postimg.cc/bNx0nWSP/18.png,ukr,destroyed
Tanks,T-64BM 'Bulat',https://i.postimg.cc/zfM54XwB/41.png,ukr,captured
Tanks,T-64BM2 'Bulat',https://i.postimg.cc/ydCY0QZq/18.png,ukr,destroyed
Tanks,T-72 'Ural',https://i.postimg.cc/28hSgCVJ/ur3.png,ukr,damaged
Tanks,T-72AV,https://i.postimg.cc/GhcK4SxB/4370.png,ukr,destroyed
Tanks,T-72AV,https://i.postimg.cc/05VtgVcv/437.png,ukr,destroyed
Tanks,T-72AV,https://i.postimg.cc/QC5HGD1p/985.jpg,ukr,destroyed
Tanks,T-72B,https://postimg.cc/1nfM4WCb,ukr,destroyed
Tanks,T-72B,https://i.postimg.cc/bv64mYDK/31.jpg,ukr,destroyed
Tanks,T-72B,https://i.postimg.cc/7Lr4jy27/54d.jpg,ukr,damaged
Tanks,T-72B,https://i.postimg.cc/Qt0YYkvD/321.png,ukr,captured
Tanks,T-72B,https://postlmg.cc/PLBJrr0x,ukr,captured
Tanks,T-72B,https://i.postimg.cc/gcvHPYnx/43.png,ukr,captured
Tanks,T-72B,https://postimg.cc/8smZ5GpV,ukr,captured
Tanks,T-72AMT,https://i.postimg.cc/vmXWC41y/578.png,ukr,destroyed
Tanks,T-72AMT,https://i.postimg.cc/3JdLkxCn/52.png,ukr,destroyed
Tanks,T-72AMT,https://i.postimg.cc/Y2J7KwT7/358.png,ukr,destroyed
Tanks,T-72AMT,https://i.postimg.cc/sf8DdfMG/5777.jpg,ukr,destroyed
Tanks,T-72AMT,https://i.postimg.cc/nzS4xq5Z/310.png,ukr,captured
Tanks,T-72AMT,https://i.postimg.cc/mk7QR72G/678.png,ukr,captured
Tanks,T-72AMT,https://i.postimg.cc/P5Ssy6vp/24.jpg,ukr,captured
Tanks,T-80BV,https://i.postimg.cc/TYx2VkmB/58.png,ukr,destroyed
Tanks,T-80BV,https://i.postimg.cc/MHW2qp47/d39.png,ukr,abandoned
Tanks,T-80BV,https://i.postimg.cc/0jXKJsjL/f58.png,ukr,damaged
Tanks,T-80BV,https://i.postimg.cc/fb3dc6LV/389.png,ukr,damaged
Tanks,T-80BV,https://i.postimg.cc/4NkSDvHN/f21.png,ukr,captured
Tanks,T-80BV,https://i.postimg.cc/rFbMJRqZ/4f.png,ukr,captured
Tanks,Unknown tank,https://i.postimg.cc/Gh328kFC/9p.jpg,ukr,destroyed
Tanks,Unknown tank,https://i.postimg.cc/bNcWpXjf/18.png,ukr,destroyed
Tanks,Unknown tank,https://i.postimg.cc/c1YzsdvS/t1.jpg,ukr,destroyed
Tanks,Unknown tank,https://i.postimg.cc/NF1Cbk3M/t2.jpg,ukr,destroyed
Tanks,Unknown tank,https://i.postimg.cc/90tDFvRq/555.jpg,ukr,destroyed
Tanks,Unknown tank,https://i.postimg.cc/3w3ndgMR/5785.jpg,ukr,destroyed
Tanks,Unknown tank,https://i.postimg.cc/TY2SVWkd/7j6.jpg,ukr,destroyed
Tanks,Unknown tank,https://i.postimg.cc/HWRkvB0S/3d.jpg,ukr,destroyed
Armoured Fighting Vehicles,BMP-1KSh,https://i.postimg.cc/VLdFx7YY/b7.png,ukr,destroyed
Armoured Fighting Vehicles,BRM-1K,https://i.postimg.cc/tC4jmbcK/446.png,ukr,damaged
Armoured Fighting Vehicles,BRM-1K,https://i.postimg.cc/ZnMyg04W/6669.jpg ,ukr,captured
Armoured Fighting Vehicles,BRM-1K,https://i.postimg.cc/0Q71gWbb/652.png,ukr,captured
Armoured Fighting Vehicles,BRM-1K,https://i.postimg.cc/ZKwfSH3R/t4.jpg,ukr,captured
Armoured Fighting Vehicles,BRM-1K,https://i.postimg.cc/65pcRcw1/448.png,ukr,captured
Armoured Fighting Vehicles,BRM-1K,https://postimg.cc/Xrdg4kJx,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/R0PRks7V/n5.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/Ghhp2XG1/n6.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/gk37TCky/57h.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/zB37hLrN/s3.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://postimg.cc/fVx7vWcJ,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/QxWzY2nh/t2.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/6pwbxCDL/62.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/9M2VBs6f/25.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/ht3GCSkq/388.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/KYS1C2kz/7j.jpg,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/ZngwN0QL/b1.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/gJy48H5H/380.png,ukr,destroyed
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/cLp0yYYV/795.png,ukr,abandoned
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/TYfDBCPr/577.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/x1Pz37Vk/5577.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/x1q26JWK/443o.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/7Pg0LbtM/553.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/DZ1JmY6y/4436.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/wjZZCBgG/Screenshot-8367.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/SxJH19F9/Screenshot-8366.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/1RvcMjbR/3hl.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/MKcHscPj/g544.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/XvMt3H7S/4gj.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/x8NZ9VzQ/bl.png,ukr,"25,"
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/vBJzLg4R/bl.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/Y0pYBKNR/325.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/ry5PsgNL/d13.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/ZYQhmscP/438.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/fRy80Tc8/542.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/26hQJK6t/4f1.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/KcC7csQq/477.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/HL340vkC/27.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/htZsSH95/443.jpg,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/Lsmp3xYM/37.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/59GrFQT8/87.png,ukr,captured
Armoured Fighting Vehicles,BRDM-2,https://i.postimg.cc/RZfGyS3W/4330.png,ukr,captured
Armoured Fighting Vehicles,MT-LB,https://i.postimg.cc/ry4rL6Zz/4fs.png,ukr,destroyed
Armoured Fighting Vehicles,MT-LB,https://i.postimg.cc/15LSXyBT/5488.png,ukr,destroyed
Armoured Fighting Vehicles,MT-LB,https://i.postimg.cc/D00sLq8C/Screenshot-8261.png ,ukr,abandoned
Armoured Fighting Vehicles,MT-LB,https://i.postimg.cc/fTkR5p00/12.png,ukr,captured
Armoured Fighting Vehicles,MT-LB,https://i.postimg.cc/66vbq3wB/776.png,ukr,captured
Armoured Fighting Vehicles,MT-LB with ZU-23 AA gun,https://i.postimg.cc/GmFC2VRb/456.png,ukr,destroyed
Armoured Fighting Vehicles,MT-LB with ZU-23 AA gun,https://i.postimg.cc/kMw23yTN/37h.png ,ukr,captured
Armoured Fighting Vehicles,MT-LB with ZU-23 AA gun,https://i.postimg.cc/wxrq7CY2/4f4.png,ukr,captured
Armoured Fighting Vehicles,BTS-4 ARV with ZU-23 AA gun,https://i.postimg.cc/5tS2GFW7/d30.jpg,ukr,captured
Armoured Fighting Vehicles,MT-LB Ambulance,https://i.postimg.cc/3Jv5s5tq/468.png ,ukr,abandoned
Armoured Fighting Vehicles,MT-LBu,https://i.postimg.cc/tTtGQFZV/34.png,ukr,destroyed
Armoured Fighting Vehicles,MT-LBu,https://i.postimg.cc/RF2d9TK9/f89.png,ukr,destroyed
Armoured Fighting Vehicles,MT-LBu,https://i.postimg.cc/ZYHxJ6rp/Screenshot-8036.png,ukr,damaged
Armoured Fighting Vehicles,MT-LBu,https://i.postimg.cc/qqpf540b/a1.png ,ukr,captured
Armoured Fighting Vehicles,MT-LBu,https://i.postimg.cc/RhB7NvQ0/776.png,ukr,captured
Armoured Fighting Vehicles,9P148 Konkurs ATGM carrier,https://i.postimg.cc/8cpL1BtZ/k2.png,ukr,destroyed
Armoured Fighting Vehicles,9P148 Konkurs ATGM carrier,https://i.postimg.cc/JncbVdcy/k1.png,ukr,destroyed
Armoured Fighting Vehicles,9P148 Konkurs ATGM carrier,https://i.postimg.cc/1tbZXSMb/g7.png,ukr,destroyed
Armoured Fighting Vehicles,9P148 Konkurs ATGM carrier,https://i.postimg.cc/2SGg6p9V/438.png,ukr,destroyed
Armoured Fighting Vehicles,9P148 Konkurs ATGM carrier,https://i.postimg.cc/7PV70ZVz/4366.png,ukr,captured
Armoured Fighting Vehicles,9P148 Konkurs ATGM carrier,https://i.postimg.cc/Bbpc3Gnt/466.png,ukr,captured
Armoured Fighting Vehicles,9P149 Shturm-S ATGM carrier,https://i.postimg.cc/DZ9hwS9W/49.png,ukr,damaged
Armoured Fighting Vehicles,Vepr AFV,https://i.postimg.cc/KYF1K5KZ/5547.png,ukr,captured
Armoured Fighting Vehicles,Vepr AFV,https://i.postimg.cc/TPhb8qxr/35.png,ukr,captured
Armoured Fighting Vehicles,Vepr MRAP,https://i.postimg.cc/0j3NhvTH/32dj.png,ukr,captured
Armoured Fighting Vehicles,R-145BM1 command vehicle,https://i.postimg.cc/nVsmGbjV/32.png,ukr,captured
Armoured Fighting Vehicles,1V14 battery command and forward observer vehicle,https://i.postimg.cc/MHmbxn3Q/437.png,ukr,captured
Armoured Fighting Vehicles,1V15 battery command and forward observer vehicle,https://i.postimg.cc/B6Ntjgtc/77k.jpg,ukr,captured
Armoured Fighting Vehicles,1V18 'Klyon-1' artillery command and forward observer vehicle,https://i.postimg.cc/15Tv1zdz/c24.png,ukr,captured
Armoured Fighting Vehicles,K1Sh1 command and staff vehicle,https://i.postimg.cc/qB5M9TWT/776.jpg,ukr,captured
Armoured Fighting Vehicles,Unknown AFV,https://i.postimg.cc/SNyxgzqX/3280.png,ukr,destroyed
Armoured Fighting Vehicles,Unknown AFV,https://i.postimg.cc/RZxLrS2h/443.jpg,ukr,destroyed
Armoured Fighting Vehicles,Unknown AFV,https://i.postimg.cc/0yCWcKrP/13.jpg,ukr,destroyed
Armoured Fighting Vehicles,Unknown AFV,https://i.postimg.cc/mDPmLdjg/14.jpg,ukr,destroyed
Armoured Fighting Vehicles,Unknown AFV,https://i.postimg.cc/6qRzRyDs/15.jpg,ukr,destroyed
Armoured Fighting Vehicles,Unknown AFV,https://i.postimg.cc/cCCVWyPT/40.png,ukr,destroyed
Armoured Fighting Vehicles,Unknown AFV,https://i.postimg.cc/MpvjR67J/4t.jpg,ukr,destroyed
Armoured Fighting Vehicles,Unknown AFV,https://i.postimg.cc/RZDhQVmk/5544.jpg,ukr,destroyed
Armoured Fighting Vehicles,Unknown AFV,https://twitter.com/UAWeapons/status/1519769346624704514,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/TwZXLdT1/d67.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/V6Xg1gbX/886.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/W4X6yy25/443689.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/hG2MhLNM/s2.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/j5X4H5W7/432.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/ht5ZrGMM/68.jpg,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/630tyFmK/b1.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/nLKtP6Zm/b1.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/vBPCRyK4/795.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/NMwnjV91/3k.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/NFCtCCqH/r11.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/XvKb6Y63/t8.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/Tw3V9ZRL/67.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/nhLG4MGY/14.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/YCYxSQX0/443.jpg,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/xdJBGM0N/d7.jpg,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/4yKL9RRn/7768.jpg,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/L533vjfr/770.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/HksBZv63/769.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/QCB8thnN/bb1.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/6pV9THzZ/bb2.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/N0PJS5Vj/324.jpg,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/Pr7NtW4w/557.jpg,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/44Hd5rqF/d21.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/ht7Q50gL/1b.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/3R9kvSCT/2b.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/FHdY233z/13.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/xCcRWZKG/331d.png,ukr,abandoned
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/vmNpXbHQ/gg2.png,ukr,damaged
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/nzYYjDN8/Screenshot-8035.png,ukr,abandoned
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/8cZRwV1t/Screenshot-8037.png,ukr,abandoned
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/vTY7Wmd4/Screenshot-8038.png,ukr,abandoned
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/TYfDBCPr/577.png,ukr,abandoned
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/sgxvL5xm/689.png,ukr,abandoned
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/d1x3ZrSF/b88.png,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/yxR7rzw0/776.png,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/jqNSKcG6/332.png,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/xdQ31CLd/437.png,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/SxG3vCKt/2s1.jpg,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/dt6JR8KK/366.png,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/Z5TW0sSC/8877.png,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/nrHwDscN/224.jpg,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/SxWN91kv/379.png,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/mkjw63QN/47.png,ukr,captured
Infantry Fighting Vehicles,BMP-1(P),https://i.postimg.cc/6p7Hy3qs/d13.png,ukr,captured
Infantry Fighting Vehicles,BMP-1TS,https://i.postimg.cc/2SGz54Xn/213.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-1U 'Shkval',https://i.postimg.cc/KcC7csQq/477.png,ukr,captured
Infantry Fighting Vehicles,BMP-2,https://i.postimg.cc/LssXW6X2/r4.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-2,https://i.postimg.cc/5Ns0L8F8/37.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-2,https://i.postimg.cc/L6pWXxQX/578.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-2,https://i.postimg.cc/bNp68sdS/33217.jpg,ukr,destroyed
Infantry Fighting Vehicles,BMP-2,https://i.postimg.cc/J7gpDSXc/3b.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-2,https://i.postimg.cc/ydpvTbbK/2b.png,ukr,destroyed
Infantry Fighting Vehicles,BMP-2,https://i.postimg.cc/XJ300hWz/54k.jpg,ukr,destroyed
Infantry Fighting Vehicles,BMP-2,https://twitter.com/UAWeapons/status/1523007832064503809,ukr,destroyed
Infantry Fighting Vehicles,BMP-2,https://i.postimg.cc/cJfZ5HRh/547.jpg,ukr,damaged
Infantry Fighting Vehicles,BMP-2,https://i.postimg.cc/xT3v6qKT/4470.png ,ukr,abandoned
