type,model,src,nat,status
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/1z6127Wh/h54.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/vHYqqTjM/544.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/dV6Sf0SG/6hf.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/MT7GfMmt/467.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/yYY0Hk5C/73.jpg,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/SRx4st8h/46805.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/44Pdb9wn/48.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/26bSBK7B/6j.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/JzjbsLP6/44313.jpg,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/sXXbnXYV/mtlba3.jpg,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/j5Bm4Z3G/f1.jpg,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/C5DtPkWd/f2.jpg,rus,abandoned
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/BbNYQPQc/hh6.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/sx950sSB/Screenshot-8457.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/wTYJPs3P/Screenshot-8472.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/Px6nHx7G/g33.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/VLGGrwbj/h652.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/0NQJNZ6L/499.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/yYjcTw9v/76.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/QdBCWPqB/d19.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://postimg.cc/LhJKL51n,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/59rtbb1q/7u.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/yd17Cb3g/556.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/mk6zFPwD/3256.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/XYqqkLzv/549.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/R08pWBP4/4f13.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/zBV1Nswm/4178.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/wBg7hjkg/431g.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/NFpFq3xL/f5.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/TwPYMJ20/327.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/zfR1wLP0/3d.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/8P8dYp4t/33190.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/25LrRT0N/159.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/hGSbqkz3/gm.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/htrfGgST/4f2.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/HL8ssP7K/2113.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/W3F7bj2Z/689.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/jdLY52gL/83.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/MpFFy9Nx/d776.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/63qWGyGT/4331.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/3N7mRGKv/dv.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/W429dwZ6/v9.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/v8rV0sFZ/5t.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/d1d6qZKQ/558.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/3xDYnyx3/mtlbb.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/63TX4Tgs/mtlbbb.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/T121NnkK/mcap3.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/J0TnftgP/mcap5.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/qBGCcvmt/mtttlllbbbb.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/jS1fW3MZ/mttllbb.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/HxJLDSp7/mtllbb.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/Mp8q36MR/mmttllbbb.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/QCgg1gFV/mttlbb.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/Dw6Cthym/mtllllllbb.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/mkWNPp20/mttlbb.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/NGCL3qJs/223.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/Y0T6mhg2/887.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/KYjm92YL/998.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/rF926ys3/d11.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/TYbyywLR/284.png,rus,captured
Armoured Fighting Vehicles ,MT-LB,https://i.postimg.cc/Y0G7hqd2/431f.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/0QPGdgX4/6658.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/52P7zGLB/654.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/PqKBYrNJ/357.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/x86mN0TW/c13.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/prBcbgMK/4131.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/j5vFZVn2/86.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/Hn8wz5qv/51.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/HLVn9Mqn/777.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/d14vc0zg/412.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/mg7rsYXp/mtlbb1.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/RCGKrB6J/mmtlb.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/rw1nCrBC/687.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/7YM3T4wZ/f1.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/ZYVv2xcH/f211.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/fRnQPZnN/7.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://postimg.cc/DSY3kXtc,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/QChX12fT/g44.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/597GBcKW/65g.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/4dCxC0ZF/d1.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/Y21qgqY7/7766.jpg,rus,abandoned
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/yNdpdVtm/d1.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/ZRgTChvT/f24.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/mrJwQRQ2/f69.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/43RcYDPt/m2.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/mr3HCmpn/m3.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/3RqpkBLf/329.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/2SdCJzyP/mtlba2.jpg,rus,abandoned
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/bwfz3Gyx/mtlba1.jpg,rus,abandoned
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/FztFks9X/46.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/P5M1XV5z/58.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/hjqg1p15/680.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/R0zbsmLL/6659.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/MGBV9R2s/4fs.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/1tVLvyy0/764.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/vTgL7mXg/76.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/RVc03z28/m2.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/6qszKVTq/m11.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/15BnwV6D/6hd.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/W43P9JBg/311.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/g0ZTbDyL/Screenshot-8648.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/FRzrgz2x/y1.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/rpgr934n/461.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/C5QvvLdV/f56.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/tT5WmDRj/cd.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/zBynjsCc/k87.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/pLnGNjf0/77600.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/CxQFG5Cj/4369.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/YS5g7HgZ/589.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/MT0c8jzf/589.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/Rh92LGYG/578.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/x1VVwZV9/790.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/8kFc6Lh0/5579.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/CMtw34vs/v1.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/vZwbBZw1/v2.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/2SdmBNC0/v3.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/2yLzBnbf/297.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/XqDZK50g/431t.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/768Vvfb9/2h.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/g0BW5skr/MTLB.png,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/zDxckvvX/23.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://postimg.cc/hh2vkcP8,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/59vv0CRv/mttllbbbbbbb.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/MK27bDQd/m1cap1.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/zBHhTbDs/mcap2.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/SR0MdSJJ/mcap4.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/SRWztBMV/mcap6.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://postimg.cc/239jHG22,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://postimg.cc/SXbx6KD4,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://postimg.cc/CZbdX8zd,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://postimg.cc/9rSMfb9r,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/qgVD3qkv/c4.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LBVM and MT-LBVMK,https://i.postimg.cc/NFrPFmvn/c5.jpg,rus,captured
Armoured Fighting Vehicles ,MT-LB with ZU-23 AA gun,https://postimg.cc/kVDPCNz0,rus,destroyed
Armoured Fighting Vehicles ,MT-LB with ZU-23 AA gun,https://i.postimg.cc/TPDQzj54/g89.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LB with ZU-23 AA gun,https://i.postimg.cc/MZjRvHXZ/430.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LB with ZU-23 AA gun,https://i.postimg.cc/YS9nMmZF/z1.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LB with ZU-23 AA gun,https://i.postimg.cc/dVJNNf94/z2.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBM 6MB,https://i.postimg.cc/SNh1zwS7/377.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBM 6MB,https://i.postimg.cc/pr29GJz8/359.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LB Ambulance,https://i.postimg.cc/Kcw23zMd/331.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LB Ambulance,https://i.postimg.cc/857p1Nfy/dd25.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/CxhxWtzf/f7.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/4dJshTDd/g41.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/PryRdWDN/4g.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/XqDZK50g/431t.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/wxrgwvyk/678.png,rus,destroyed
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/5tQLJCFb/554.jpg,rus,destroyed
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/rs9z99Nk/f16.png,rus,abandoned
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/pV5ZRVDR/5548.png  ,rus,captured
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/bvVkFC2H/Screenshot-8472.png,rus,captured
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/0Q3ddJ37/5g2.png,rus,captured
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/02qdRFmR/1d.png,rus,captured
Armoured Fighting Vehicles ,MT-LBu,https://i.postimg.cc/fTMW9rSn/469.png,rus,captured
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/6pHdsDmg/13.png,rus,destroyed
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/BnQf3bzx/d134.jpg,rus,destroyed
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/c4K0H35q/3211.png,rus,abandoned
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/132LjY94/3213.png,rus,abandoned
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/gc14s4Fb/a2.png,rus,abandoned
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/MG0ThV5C/335.png,rus,captured
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/zvT9vXFV/4ff.png,rus,captured
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/QdsVWrSW/4311.png,rus,captured
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/7684qCHZ/76j.png,rus,captured
Armoured Fighting Vehicles ,1V13(M) battery fire control center,https://i.postimg.cc/CxNMsZpw/f4311.jpg,rus,captured
Armoured Fighting Vehicles ,1V14 battery command and forward observer vehicle,https://i.postimg.cc/63JZBWDQ/b76.png,rus,abandoned
Armoured Fighting Vehicles ,1V14 battery command and forward observer vehicle,https://i.postimg.cc/sDTPR0kN/23.jpg,rus,damaged
Armoured Fighting Vehicles ,1V14 battery command and forward observer vehicle,https://i.postimg.cc/xjmrvypy/516.png,rus,captured
Armoured Fighting Vehicles ,1V14 battery command and forward observer vehicle,https://i.postimg.cc/kgStdT9g/da.jpg,rus,captured
Armoured Fighting Vehicles ,1V14 battery command and forward observer vehicle,https://i.postimg.cc/CxxL2f5y/31f.png,rus,captured
Armoured Fighting Vehicles ,1V119 artillery fire direction vehicle,https://i.postimg.cc/xT3kGN3J/f48.png,rus,destroyed
Armoured Fighting Vehicles ,1V119 artillery fire direction vehicle,https://i.postimg.cc/VvNbGBZ8/h6.jpg,rus,destroyed
Armoured Fighting Vehicles ,1V119 artillery fire direction vehicle,https://i.postimg.cc/tgYSCmW7/g76.png,rus,captured
Armoured Fighting Vehicles ,1V119 artillery fire direction vehicle,https://i.postimg.cc/J7kqnFJ0/ff2v.jpg ,rus,captured
Armoured Fighting Vehicles ,1V119 artillery fire direction vehicle,https://i.postimg.cc/25yxPDFB/d18.png,rus,captured
Armoured Fighting Vehicles ,1V119 artillery fire direction vehicle,https://i.postimg.cc/jdkFKNbv/f1.png,rus,captured
Armoured Fighting Vehicles ,1V119 artillery fire direction vehicle,https://i.postimg.cc/PfK9K2XV/652.png,rus,captured
Armoured Fighting Vehicles ,Vityaz DT-30 articulated tracked carrier,https://i.postimg.cc/qRYCwdBj/16.png,rus,destroyed
Armoured Fighting Vehicles ,Vityaz DT-30 articulated tracked carrier,https://i.postimg.cc/wTZRmzx8/dt1.png,rus,damaged
Armoured Fighting Vehicles ,Vityaz DT-30 articulated tracked carrier,https://i.postimg.cc/fLbGschs/46.png,rus,captured
Armoured Fighting Vehicles ,GAZ-3344-20 'Aleut' articulated tracked carrier,https://i.postimg.cc/dVJYL2Wq/46.jpg,rus,destroyed
Armoured Fighting Vehicles ,GAZ-3344-20 'Aleut' articulated tracked carrier,https://i.postimg.cc/GhBRrQbK/689.jpg,rus,destroyed
Armoured Fighting Vehicles ,2S1 with ZU-23 AA gun,https://i.postimg.cc/Yq5q4HcW/88kj.png ,rus,captured
Armoured Fighting Vehicles ,TZM-T reloader vehicle (for TOS-1A),https://i.postimg.cc/3wM0txDr/4b.png,rus,abandoned
Armoured Fighting Vehicles ,TZM-T reloader vehicle (for TOS-1A),https://i.postimg.cc/T20m5nwc/5422.png,rus,abandoned
Armoured Fighting Vehicles ,TZM-T reloader vehicle (for TOS-1A),https://i.postimg.cc/BbJkL3hg/5f3.png,rus,captured
Armoured Fighting Vehicles ,TZM-T reloader vehicle (for TOS-1A),https://i.postimg.cc/gjSZQCQQ/468.png,rus,captured
Armoured Fighting Vehicles ,TZM-T reloader vehicle (for TOS-1A),https://i.postimg.cc/T1ZNX9Br/568.png,rus,captured
Armoured Fighting Vehicles ,TZM-T reloader vehicle (for TOS-1A),https://i.postimg.cc/289VZp85/5788.png,rus,captured
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/FzfBpQX5/br1.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/kM6Cw0cg/br2.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/d31jmRdh/77690.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/KvqgC9sz/o9.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/9FMZcjhj/c7.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/QdK7WkC4/c6.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/bvF6gtDB/63.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/7hrBH0XB/dg.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/TwswzQQW/f69.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/cJVz3g10/r3.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/RZpyMpj3/r1.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/rsJ6jLLS/468k.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/YqvZz8p9/31.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://postimg.cc/v4XFwmJp,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/7LjQb0Vm/2d4.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/rwrgfpHB/bmdd22.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://twitter.com/UAWeapons/status/1521548104826298369,rus,20
Armoured Fighting Vehicles ,Unknown BTR-D/BMD-2,https://i.postimg.cc/bvJd7Wrw/3h.png,rus,captured
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/brQwkgCy/h5.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/J7Jnf71f/h6.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/mgK888Mz/79.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://twitter.com/UAWeapons/status/1507114939764420620,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://twitter.com/UAWeapons/status/1510672889812594690,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://twitter.com/UAWeapons/status/1513475137940574210,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/MHF5v47b/31.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://twitter.com/UAWeapons/status/1515317934733803525,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/zXRyKzg8/43.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/yNM6kXQB/874.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/WzS9T9HX/771.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/xCZChY0R/r4.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/85J0GQ84/u2.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://twitter.com/UAWeapons/status/1521908181542260738,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/HndVbgPH/d167.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/mrNXFBqb/f3.jpg,rus,destroyed
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://twitter.com/UAWeapons/status/1521908181542260738,rus,damaged
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/Wzwjm3MY/317.png,rus,abandoned
Armoured Fighting Vehicles ,Unknown BTR-80/BTR-82A,https://i.postimg.cc/5yXs16gn/89.png,rus,abandoned
Armoured Fighting Vehicles ,Unknown AFV,https://i.postimg.cc/Fs4CpZw6/665h.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown AFV,https://i.postimg.cc/nhwF3St9/96.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown AFV,https://i.postimg.cc/CLjRn2mS/59.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown AFV,https://i.postimg.cc/NMzzCDvd/4331.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown AFV,https://i.postimg.cc/76JL8hdw/at1.png,rus,destroyed
Armoured Fighting Vehicles ,Unknown AFV,https://i.postimg.cc/HLcmjK2t/at2.png,rus,destroyed
